strTaxClas,ID,strITIScode,strElCode,strGName,strSComNam,strGRank,strGRank2,strSRankAZ,strSRankAZ2,strSRankCO,strSRankCO2,strSRankNM,strSRankNM2,strSRankNV,strSRankNV2,strSRankUT,strSRankUT2,strUSESA,strSProtAZ,strSProtCO,strSProtNM,strSProtNV,strSProtUT,strSGCNAZ,strSGCNCO,strSGCNNV,strSGCNNM,strSGCNUT,strPIF09,strPIF10,strPIF16,strPIF18,strPIF33,strPIF34,strPIF35,strSWReGAPmodel
MAMMALIA,491,180109,AMAEA01020,"Ochotona princeps","AMERICAN PIKA",G5,,,,S5,,S2,S2,S3,S3,S3,S3,,,,,,,,,1,2,1,,,,,,,,1
MAMMALIA,397,180112,AMAEB03010,"Lepus americanus","SNOWSHOE HARE",G5,,,,S5,,S3,S3,S3,S3,S3?,S3?,,,,,,,,,,2,,,,,,,,,1
MAMMALIA,396,180114,AMAEB03070,"Lepus alleni","ANTELOPE JACK RABBIT",G5,,S4S5,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
MAMMALIA,398,180115,AMAEB03050,"Lepus californicus","BLACK-TAILED JACK RABBIT",G5,,S5,,S5,,S5,,S5,,S5,,,,,,,,,,,,,,,,,,,,1
MAMMALIA,399,180116,AMAEB03060,"Lepus callotis","WHITE-SIDED JACK RABBIT",G3,G3,,,,,S1,S1,,,,,,,,T,,,,,,2,,,,,,,,,1
MAMMALIA,400,180118,AMAEB03040,"Lepus townsendii","WHITE-TAILED JACK RABBIT",G5,,,,S4,,S2,S2,S5,,S3S4,S3S4,,,,,,,,1,,2,,,,,,,,,1
MAMMALIA,731,180122,AMAEB01070,"Sylvilagus audubonii","DESERT COTTONTAIL",G5,,S5,,S4,,S5,,S5,,S5,,,,,,,,,,,,,,,,,,,,1
MAMMALIA,732,180124,AMAEB01040,"Sylvilagus floridanus","EASTERN COTTONTAIL",G5,,S5,,S5,,S3,S3,,,,,,,,,,,,,,,,,,,,,,,1
MAMMALIA,733,180126,AMAEB01060,"Sylvilagus nuttallii","MOUNTAIN COTTONTAIL",G5,,S3,S3,S5,,S4,,S5,,S5,,,,,,,,2,,,,,,,,,,,,1
MAMMALIA,53,180133,AMAFA01010,"Aplodontia rufa","MOUNTAIN BEAVER",G5,,,,,,,,S1,S1,,,PS,,,,,,,,1,,,,,,,,,,1
MAMMALIA,415,180140,AMAFB03020,"Marmota flaviventris","YELLOW-BELLIED MARMOT",G5,,,,S5,,S3,S3,S4,,S4S5,,,,,,,,,,,,,,,,,,,,1
MAMMALIA,696,180147,AMAFB05050,"Spermophilus armatus","UINTA GROUND SQUIRREL",G5,,,,,,,,,,S5,,,,,,,,,,,,,,,,,,,,1
MAMMALIA,697,180148,AMAFB05140,"Spermophilus beecheyi","CALIFORNIA GROUND SQUIRREL",G5,,,,,,,,S5,,,,,,,,,,,,,,,,,,,,,,1
MAMMALIA,698,180149,AMAFB05060,"Spermophilus beldingi","BELDING'S GROUND SQUIRREL",G5,,,,,,,,S5,,SH,,,,,,,,,,,,,,,,,,,,1
MAMMALIA,699,180152,AMAFB05190,"Spermophilus elegans","WYOMING GROUND SQUIRREL",G5,,,,S5,,,,S5,,SH,,,,,,,,,,,,1,,,,,,,,1
MAMMALIA,700,180154,AMAFB05170,"Spermophilus lateralis","GOLDEN-MANTLED GROUND SQUIRREL",G5,,S5,,S5,,S4,,S5,,S5,,,,,,,,,,,,,,,,,,,,1
MAMMALIA,701,180155,AMAFB05100,"Spermophilus mexicanus","MEXICAN GROUND SQUIRREL",G5,,,,,,S2,S2,,,,,,,,,,,,,,,,,,,,,,,1
MAMMALIA,703,180159,AMAFB05110,"Spermophilus spilosoma","SPOTTED GROUND SQUIRREL",G5,,S4,,S4S5,,S5,,,,SH,,,,,,,,1,,,,1,,,,,,,,1
MAMMALIA,704,180160,AMAFB05160,"Spermophilus tereticaudus","ROUND-TAILED GROUND SQUIRREL",G5,,S5,,,,,,S5,,,,,,,,,,1,,,,,,,,,,,,1
MAMMALIA,705,180161,AMAFB05010,"Spermophilus townsendii","TOWNSEND'S GROUND SQUIRREL",G4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
MAMMALIA,706,180162,AMAFB05090,"Spermophilus tridecemlineatus","THIRTEEN-LINED GROUND SQUIRREL",G5,,S3,S3,S5,,S4,,,,S2,S2,,,,,,,1,,,,1,,,,,,,,1
MAMMALIA,707,180163,AMAFB05130,"Spermophilus variegatus","ROCK SQUIRREL",G5,,S5,,S5,,S5,,S5,,S5,,,,,,,,,,,,,,,,,,,,1
MAMMALIA,752,180166,AMAFB08010,"Tamiasciurus hudsonicus","RED SQUIRREL",G5,,S5,,S5,,S5,,,,S5,,SUB-E,WSC,,,,,1,,,,,,,,,,,,1
MAMMALIA,751,180167,AMAFB08020,"Tamiasciurus douglasii","DOUGLAS' SQUIRREL",G5,,,,,,,,S5,,,,,,,,P,,,,,,,,,,,,,,1
MAMMALIA,332,180169,AMAFB09020,"Glaucomys sabrinus","NORTHERN FLYING SQUIRREL",G5,,,,,,,,S3,S3,S3,S3,PS,,,,P,,,,1,,1,,,,,,,,1
MAMMALIA,661,180172,AMAFB07040,"Sciurus niger","FOX SQUIRREL",G5,,,,S4,,SNA,,,,,,,,,,,,,,,,,,,,,,,,1
MAMMALIA,657,180173,AMAFB07030,"Sciurus aberti","ABERT'S SQUIRREL",G5,,S5,,S5,,S4,,,,S2,S2,,,,,,,1,,,1,1,,,,,,,,1
MAMMALIA,658,180174,AMAFB07060,"Sciurus arizonensis","ARIZONA GRAY SQUIRREL",G4,,S4,,,,S2,S2,,,,,,,,,,,1,,,2,,,,,,,,,1
MAMMALIA,659,180176,AMAFB07020,"Sciurus griseus","WESTERN GRAY SQUIRREL",G5,,,,,,,,S4,,,,,,,,P,,,,,,,,,,,,,,1
MAMMALIA,660,180177,AMAFB07050,"Sciurus nayaritensis","NAYARIT SQUIRREL",G5,,S2,S2,,,,,,,,,,,,,,,2,,,,,,,,,,,,1
MAMMALIA,27,180179,AMAFB04010,"Ammospermophilus harrisii","HARRIS' ANTELOPE SQUIRREL",G5,,S5,,,,S2,S2,,,,,,,,,,,,,,,,,,,,,,,1
MAMMALIA,28,180180,AMAFB04030,"Ammospermophilus interpres","TEXAS ANTELOPE SQUIRREL",G4G5,,,,,,S3,S3,,,,,,,,,,,,,,,,,,,,,,,1
MAMMALIA,29,180181,AMAFB04020,"Ammospermophilus leucurus","WHITE-TAILED ANTELOPE SQUIRREL",G5,,S5,,S4,,S4,,S5,,S5,,,,,,,,2,,,,,,,,,,,,1
MAMMALIA,251,180184,AMAFB06040,"Cynomys gunnisoni","GUNNISON'S PRAIRIE DOG",G5,,S5,,S5,,S2,S2,,,S1?,S1?,,,,,,WSC,1,1,,1,1,,,,,,,,1
MAMMALIA,252,180185,AMAFB06020,"Cynomys leucurus","WHITE-TAILED PRAIRIE DOG",G4,,,,S4,,,,,,S2?,S2?,,,,,,WSC,,1,,,1,,,,,,,,1
MAMMALIA,253,180186,AMAFB06010,"Cynomys ludovicianus","BLACK-TAILED PRAIRIE DOG",G4,,SX,,S3,S3,S2?,S2?,,,,,,WSC,SC,,,,1,1,,1,,,,,,,,,1
MAMMALIA,254,180187,AMAFB06030,"Cynomys parvidens","UTAH PRAIRIE DOG",G1,G1,,,,,,,,,S1,S1,T,,,,,,,,,,1,,,,,,,,1
MAMMALIA,737,180190,AMAFB02030,"Tamias amoenus","YELLOW-PINE CHIPMUNK",G5,,,,,,,,S5,,S1,S1,,,,,,,,,2,,,,,,,,,,1
MAMMALIA,738,180191,AMAFB02150,"Tamias canipes","GRAY-FOOTED CHIPMUNK",G3,G3,,,,,S3,S3,,,,,,,,,,,,,,,,,,,,,,,1
MAMMALIA,739,180192,AMAFB02140,"Tamias cinereicollis","GRAY-COLLARED CHIPMUNK",G4,,S4,,,,S3,S3,,,,,,,,,,,1,,,,,,,,,,,,1
MAMMALIA,740,180193,AMAFB02110,"Tamias dorsalis","CLIFF CHIPMUNK",G5,,S5,,S2,S2,S4,,S5,,S4,,,,,,,,,,,,,,,,,,,,1
MAMMALIA,741,180195,AMAFB02020,"Tamias minimus","LEAST CHIPMUNK",G5,,S4,,S5,,S4,,S5,,S5,,,,,SUB-E,,,1,,,2,,,,,,,,,1
MAMMALIA,742,180198,AMAFB02200,"Tamias palmeri","PALMER'S CHIPMUNK",G2,G2,,,,,,,S2,S2,,,,,,,"P,S",,,,1,,,,,,,,,,1
MAMMALIA,743,180199,AMAFB02180,"Tamias panamintinus","PANAMINT CHIPMUNK",G4,,,,,,,,S4,,,,,,,,,,,,,,,,,,,,,,1
MAMMALIA,744,180200,AMAFB02160,"Tamias quadrimaculatus","LONG-EARED CHIPMUNK",G4G5,,,,,,,,S4,,,,,,,,,,,,,,,,,,,,,,1
MAMMALIA,745,180201,AMAFB02120,"Tamias quadrivittatus","COLORADO CHIPMUNK",G5,,S4,,S5,,S5,,,,,,,,,SUB-T,,,1,,,,,,,,,,,,1
MAMMALIA,747,180203,AMAFB02060,"Tamias senex","ALLEN'S CHIPMUNK",G5,,,,,,,,S2S3,S2S3,,,,,,,,,,,1,,,,,,,,,,1
MAMMALIA,748,180206,AMAFB02170,"Tamias speciosus","LODGEPOLE CHIPMUNK",G4,,,,,,,,S4,,,,,,,,,,,,,,,,,,,,,,1
MAMMALIA,749,180208,AMAFB02040,"Tamias townsendii","TOWNSEND'S CHIPMUNK",G5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
MAMMALIA,750,180209,AMAFB02190,"Tamias umbrinus","UINTA CHIPMUNK",G5,,S4,,S5,,,,S5,,S4S5,,,,,,"P,S",,1,,2,,,,,,,,,,1
MAMMALIA,148,180212,AMAFE01010,"Castor canadensis",BEAVER,G5,,S4S5,,S4,,S3,S3,S4,,S4,,,,,,,,1,,,1,,,,,,,,,1
MAMMALIA,327,180215,AMAFC02020,"Geomys arenarius","DESERT POCKET GOPHER",G3,G3,,,,,S3,S3,,,,,,,,,,,,,,,,,,,,,,,1
MAMMALIA,328,180216,AMAFC02010,"Geomys bursarius","PLAINS POCKET GOPHER",G5,,,,S5,,S4,,,,,,,,,,,,,,,,,,,,,,,,1
MAMMALIA,513,180220,AMAFC03010,"Pappogeomys castanops","YELLOW-FACED POCKET GOPHER",G5,,,,S4,,S2,S2,,,,,,,,,,,,,,,,,,,,,,,1
MAMMALIA,769,180222,AMAFC01020,"Thomomys bottae","BOTTA'S POCKET GOPHER",G5,,S5,,S5,,S5,,SH,,S4S5,,,,SUB-C,,,,2,1,2,,,,,,,,,,1
MAMMALIA,770,180225,AMAFC01070,"Thomomys idahoensis","IDAHO POCKET GOPHER",G4,,,,,,,,,,SH,,,,,,,,,,,,1,,,,,,,,1
MAMMALIA,771,180227,AMAFC01080,"Thomomys monticola","MOUNTAIN POCKET GOPHER",G5,,,,,,,,S3,S3,,,,,,,,,,,1,,,,,,,,,,1
MAMMALIA,772,180228,AMAFC01040,"Thomomys talpoides","NORTHERN POCKET GOPHER",G5,,S4,,S5,,S4,,S5,,S4S5,,,,SUB-C,,,,,1,,,,,,,,,,,1
MAMMALIA,773,180229,AMAFC01030,"Thomomys townsendii","TOWNSEND'S POCKET GOPHER",G4G5,,,,,,,,S4S5,,,,,,,,,,,,,,,,,,,,,,1
MAMMALIA,774,180230,AMAFC01010,"Thomomys umbrinus","SOUTHERN POCKET GOPHER",G5,,S4,,,,S1,S1,,,,,,,,T,,,2,,,2,,,,,,,,,1
MAMMALIA,271,180236,AMAFD03130,"Dipodomys deserti","DESERT KANGAROO RAT",G5,,S5,,,,,,S2S3,S2S3,S1,S1,,,,,,,1,,,,1,,,,,,,,1
MAMMALIA,272,180241,AMAFD03140,"Dipodomys merriami","MERRIAM'S KANGAROO RAT",G5,,S5,,,,S5,,S5,,S2?,S2?,PS,,,,,,1,,,,,,,,,,,,1
MAMMALIA,273,180242,AMAFD03020,"Dipodomys microps","CHISEL-TOOTHED KANGAROO RAT",G5,,S3,S3,,,,,S5,,S3,S3,,WSC,,,,,2,,,,,,,,,,,,1
MAMMALIA,274,180244,AMAFD03010,"Dipodomys ordii","ORD'S KANGAROO RAT",G5,,S5,,S5,,S5,,S5,,S5,,,,,,,,1,,,,,,,,,,,,1
MAMMALIA,275,180245,AMAFD03090,"Dipodomys panamintinus","PANAMINT KANGAROO RAT",G5,,,,,,,,S4,,,,,,,,,,,,,,,,,,,,,,1
MAMMALIA,276,180246,AMAFD03110,"Dipodomys spectabilis","BANNER-TAILED KANGAROO RAT",G5,,S5,,,,S3,S3,,,,,,WSC,,,,,1,,,,,,,,,,,,1
MAMMALIA,437,180252,AMAFD02010,"Microdipodops megacephalus","DARK KANGAROO MOUSE",G4,,,,,,,,S2,S2,S2?,S2?,,,,,,WSC,,,2,,1,,,,,,,,1
MAMMALIA,438,180253,AMAFD02020,"Microdipodops pallidus","PALE KANGAROO MOUSE",G3,G3,,,,,,,S2,S2,,,,,,,P,,,,1,,,,,,,,,,1
MAMMALIA,526,180256,AMAFD01050,"Perognathus amplus","ARIZONA POCKET MOUSE",G5,,S5,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1
MAMMALIA,527,180260,AMAFD01010,"Perognathus fasciatus","OLIVE-BACKED POCKET MOUSE",G5,,,,S3S4,S3S4,,,,,SH,,,,,,,,,1,,,1,,,,,,,,1
MAMMALIA,528,180261,AMAFD01020,"Perognathus flavescens","PLAINS POCKET MOUSE",G5,,S4,,S5,,S5,,,,S3,S3,,,,,,,,,,,,,,,,,,,1
MAMMALIA,529,180262,AMAFD01030,"Perognathus flavus","SILKY POCKET MOUSE",G5,,S5,,S1,S1,S5,,,,S1S2,S1S2,,,,,,WSC,2,,,,1,,,,,,,,1
MAMMALIA,530,180267,AMAFD01040,"Perognathus longimembris","LITTLE POCKET MOUSE",G5,,S5,,,,,,S5,,S3,S3,PS,,,,,,,,,,,,,,,,,,1
MAMMALIA,531,180269,AMAFD01070,"Perognathus parvus","GREAT BASIN POCKET MOUSE",G5,,S4,,S1,S1,,,,,S4,,,,,,,,,,,,,,,,,,,,1
MAMMALIA,536,180276,AMAFF03040,"Peromyscus maniculatus","DEER MOUSE",G5,,S5,,S5,,S5,,S5,,S5,,,,,,,,1,,,,,,,,,,,,1
MAMMALIA,535,180278,AMAFF03070,"Peromyscus leucopus","WHITE-FOOTED MOUSE",G5,,S5,,S4,,S5,,,,,,,,,,,,,,,,,,,,,,,,1
MAMMALIA,532,180282,AMAFF03100,"Peromyscus boylii","BRUSH MOUSE",G5,,S5,,S4,,S5,,S3,S3,S4S5,,,,,,,,1,,1,,,,,,,,,,1
MAMMALIA,533,180284,AMAFF03090,"Peromyscus crinitus","CANYON MOUSE",G5,,S4,,S4,,S3,S3,S5,,S5,,,,,,,,,,,,,,,,,,,,1
MAMMALIA,534,180286,AMAFF03010,"Peromyscus eremicus","CACTUS MOUSE",G5,,S5,,,,S5,,S5,,S2?,S2?,,,,,,,,,,,,,,,,,,,1
MAMMALIA,537,180287,,"Peromyscus melanotis","BLACK-EARED MOUSE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
MAMMALIA,538,180288,AMAFF03020,"Peromyscus merriami","MERRIAM'S MOUSE",G5,,S2,S2,,,,,,,,,,,,,,,1,,,,,,,,,,,,1
MAMMALIA,540,180289,AMAFF03120,"Peromyscus pectoralis","WHITE-ANKLED MOUSE",G5,,,,,,S1,S1,,,,,,,,,,,,,,,,,,,,,,,1
MAMMALIA,541,180291,AMAFF03130,"Peromyscus truei","PINON MOUSE",G5,,S5,,S4,,S5,,S5,,S4S5,,,,,,,,,,,,,,,,,,,,1
MAMMALIA,195,180294,AMAFF09020,"Clethrionomys gapperi","SOUTHERN RED-BACKED VOLE",G5,,S3,S3,S5,,S3,S3,,,S2S3,S2S3,,,,,,,1,,,,,,,,,,,,1
MAMMALIA,443,180297,AMAFF11010,"Microtus pennsylvanicus","MEADOW VOLE",G5,,,,S5,,S4,,,,S2S3,S2S3,PS,,,,,,,,,,,,,,,,,,1
MAMMALIA,439,180299,AMAFF11060,"Microtus longicaudus","LONG-TAILED VOLE",G5,,S4,,S5,,S4,,S4,,S4S5,,,,,,,,1,,,,,,,,,,,,1
MAMMALIA,441,180310,AMAFF11020,"Microtus montanus","MONTANE VOLE",G5,,S4,,S5,,S3,S3,S3,S3,S4S5,,,,,SUB-E,"P,S",,2,,2,2,1,,,,,,,,1
MAMMALIA,442,180312,AMAFF11140,"Microtus ochrogaster","PRAIRIE VOLE",G5,,,,S5,,S1,S1,,,,,,,,,,,,,,2,,,,,,,,,1
MAMMALIA,444,180315,AMAFF11190,"Microtus richardsoni","WATER VOLE",G5,,,,,,,,,,S3,S3,,,,,,,,,,,,,,,,,,,1
MAMMALIA,494,180318,AMAFF15010,"Ondatra zibethicus",MUSKRAT,G5,,S4,,S5,,S4,,S5,,S4S5,,,,,,,,1,,,,,,,,,,,,1
MAMMALIA,632,180341,AMAFF02050,"Reithrodontomys fulvescens","FULVOUS HARVEST MOUSE",G5,,S4,,,,S1,S1,,,,,,,,,,,,,,,,,,,,,,,1
MAMMALIA,633,180343,AMAFF02030,"Reithrodontomys megalotis","WESTERN HARVEST MOUSE",G5,,S5,,S5,,S5,,S4,,S5,,,,,,,,1,,,,,,,,,,,,1
MAMMALIA,634,180344,AMAFF02010,"Reithrodontomys montanus","PLAINS HARVEST MOUSE",G5,,S2,S2,S4,,S4,,,,,,,,,,,,,,,,,,,,,,,,1
MAMMALIA,673,180347,AMAFF07020,"Sigmodon arizonae","ARIZONA COTTON RAT",G5,,S4,,,,S1,S1,SX,,,,,WSC,,,,,1,,,,,,,,,,,,1
MAMMALIA,674,180348,AMAFF07030,"Sigmodon fulviventer","TAWNY-BELLIED COTTON RAT",G5,,S4,,,,S4,,,,,,,,,,,,,,,,,,,,,,,,1
MAMMALIA,675,180349,AMAFF07010,"Sigmodon hispidus","HISPID COTTON RAT",G5,,S5,,S4,,S5,,,,,,,,,,,,2,,,,,,,,,,,,1
MAMMALIA,676,180350,AMAFF07040,"Sigmodon ochrognathus","YELLOW-NOSED COTTON RAT",G4G5,,S3S4,S3S4,,,S2,S2,,,,,,,,,,,,,,1,,,,,,,,,1
MAMMALIA,553,180359,AMAFF10010,"Phenacomys intermedius","HEATHER VOLE",G5,,,,S4,,S3,S3,,,S2?,S2?,,,,,,,,,,,,,,,,,,,1
MAMMALIA,450,180366,AMAFF22010,"Mus musculus","HOUSE MOUSE",G5,,SNA,,SNA,,SNA,,SNA,,SNA,,,,,,,,,,,,,,,,,,,,1
MAMMALIA,72,180368,AMAFF05010,"Baiomys taylori","NORTHERN PYGMY MOUSE",G4G5,,S2S3,S2S3,,,S2,S2,,,,,,,,,,,1,,,1,,,,,,,,,1
MAMMALIA,472,180370,AMAFF08030,"Neotoma albigula","WHITE-THROATED WOODRAT",G5,,S5,,S2,S2,S5,,,,S3,S3,,,,,,,1,,,,,,,,,,,,1
MAMMALIA,473,180371,AMAFF08090,"Neotoma cinerea","BUSHY-TAILED WOODRAT",G5,,S5,,S5,,S4,,S4,,S4S5,,,,,,,,1,,,,,,,,,,,,1
MAMMALIA,475,180372,AMAFF08010,"Neotoma floridana","EASTERN WOODRAT",G5,,,,S3S4,S3S4,,,,,,,PS,,,,,,,,,,,,,,,,,,1
MAMMALIA,476,180374,AMAFF08040,"Neotoma lepida","DESERT WOODRAT",G5,,S3,S3,S2,S2,,,S5,,S4,,,,,,,,,,,,,,,,,,,,1
MAMMALIA,477,180375,AMAFF08070,"Neotoma mexicana","MEXICAN WOODRAT",G5,,S5,,S4,,S5,,,,S3,S3,,,,,,,2,,,,,,,,,,,,1
MAMMALIA,478,180376,AMAFF08020,"Neotoma micropus","SOUTHERN PLAINS WOODRAT",G5,,,,S3,S3,S5,,,,,,,,,,,,,,,,,,,,,,,,1
MAMMALIA,479,180377,AMAFF08060,"Neotoma stephensi","STEPHENS' WOODRAT",G5,,S5,,,,S4,,,,SH,,,,,,,,1,,,,1,,,,,,,,1
MAMMALIA,495,180381,AMAFF06030,"Onychomys arenicola","MEARNS' GRASSHOPPER MOUSE",G4G5,,,,,,S3,S3,,,,,,,,,,,,,,,,,,,,,,,1
MAMMALIA,496,180382,AMAFF06010,"Onychomys leucogaster","NORTHERN GRASSHOPPER MOUSE",G5,,S5,,S5,,S5,,S5,,S4S5,,,,,,,,,,,,,,,,,,,,1
MAMMALIA,497,180383,AMAFF06020,"Onychomys torridus","SOUTHERN GRASSHOPPER MOUSE",G5,,S5,,,,S4,,S5,,S2,S2,,,,,,,,,,,,,,,,,,,1
MAMMALIA,832,180386,AMAFH01010,"Zapus hudsonius","MEADOW JUMPING MOUSE",G5,,S2,S2,S2,S2,S2,S2,,,,,SUB-T,WSC,SUB-T,E,,,2,1,,2,,,,,,,,,1
MAMMALIA,833,180387,AMAFH01020,"Zapus princeps","WESTERN JUMPING MOUSE",G5,,,,S5,,S4,,S3,S3,S3S4,S3S4,,,,,,,,,1,,,,,,,,,,1
MAMMALIA,297,180393,AMAFJ01010,"Erethizon dorsatum",PORCUPINE,G5,,S4S5,,S5,,S5,,S5,,S4S5,,,,,,,,1,,,,,,,,,,,,1
MAMMALIA,810,180543,AMAJB01020,"Ursus arctos","BROWN BEAR",G4,,SX,,SX,,SX,,SX,,SX,,SUB-T,WSC,SE,,,,,1,,,1,,,,,,,,1
MAMMALIA,809,180544,AMAJB01010,"Ursus americanus","AMERICAN BLACK BEAR",G5,,S5,,S5,,S4,,S4,,S3,S3,,,,,,,1,,,2,,,,,,,,,1
MAMMALIA,408,180549,AMAJF08010,"Lontra canadensis","RIVER OTTER",G5,,S1,S1,S3S4,S3S4,SH,,S2,S2,S3,S3,,WSC,ST,,,,,1,1,1,1,,,,,,,,1
MAMMALIA,337,180551,AMAJF03010,"Gulo gulo",WOLVERINE,G4,,,,S1,S1,,,SH,,S1,S1,,,SE,,,,,1,,,1,,,,,,,,1
MAMMALIA,454,180553,AMAJF02050,"Mustela vison",MINK,G5,,,,S5,,S3,S3,S4,,S3S4,S3S4,,,,,,,,,,,,,,,,,,,1
MAMMALIA,451,180555,AMAJF02010,"Mustela erminea",ERMINE,G5,,,,S4,,S3,S3,S3,S3,S3S4,S3S4,,,,,,,,,,,,,,,,,,,1
MAMMALIA,452,180556,AMAJF02030,"Mustela frenata","LONG-TAILED WEASEL",G5,,S3,S3,S5,,S4,,S5,,S4S5,,,,,,,,,,,,,,,,,,,,1
MAMMALIA,453,180557,AMAJF02040,"Mustela nigripes","BLACK-FOOTED FERRET",G1,G1,S1,S1,S1,S1,SH,,,,S1,S1,E,WSC,SE,,,,1,1,,,1,,,,,,,,1
MAMMALIA,416,180559,AMAJF01010,"Martes americana",MARTEN,G5,,,,S4,,S2,S2,S2S3,S2S3,S2,S2,,,,T,,,,,1,2,1,,,,,,,,1
MAMMALIA,417,180560,AMAJF01020,"Martes pennanti",FISHER,G5,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,1
MAMMALIA,433,180562,AMAJF06010,"Mephitis mephitis","STRIPED SKUNK",G5,,S4,,,,S2,S2,,,,,,,,,,,1,,,,,,,,,,,,1
MAMMALIA,432,180563,AMAJF06020,"Mephitis macroura","HOODED SKUNK",G5,,S4,,,,S2,S2,,,,,,,,,,,1,,,,,,,,,,,,1
MAMMALIA,758,180565,AMAJF04010,"Taxidea taxus",BADGER,G5,,S5,,S4,,S4,,S4,,S5,,,,,,,,1,,,,,,,,,,,,1
MAMMALIA,222,180568,AMAJF07020,"Conepatus mesoleucus","HOG-NOSED SKUNK",G4,,S4S5,,S1,S1,S2S3,S2S3,,,,,,,,,,,,1,,,,,,,,,,,1
MAMMALIA,712,180570,AMAJF05010,"Spilogale putorius","EASTERN SPOTTED SKUNK",G5,,,,S2,S2,,,,,,,,,,,,,,,,,,,,,,,,,1
MAMMALIA,600,180575,AMAJE02010,"Procyon lotor",RACCOON,G5,,S4,,S5,,S4,,S5,,S5,,,,,,,,1,,,,,,,,,,,,1
MAMMALIA,75,180577,AMAJE01010,"Bassariscus astutus",RINGTAIL,G5,,S5,,S4,,S4,,S4,,S3S4,S3S4,,,,,,,1,,1,,,,,,,,,,1
MAMMALIA,413,180582,AMAJH03020,"Lynx rufus",BOBCAT,G5,,S4,,S4,,S4,,S5,,S5,,PS,,,,,,1,,,,,,,,,,,,1
MAMMALIA,412,180585,AMAJH03010,"Lynx canadensis",LYNX,G5,,,,S1,S1,,,SX,,S1,S1,T,,SE,,,,,1,,,1,,,,,,,,1
MAMMALIA,512,180593,AMAJH02010,"Panthera onca",JAGUAR,G3,G3,S1,S1,,,S1,S1,,,,,E,WSC,,,,,1,,,2,,,,,,,,,1
MAMMALIA,133,180596,AMAJA01030,"Canis lupus","GRAY WOLF",G4G5,,SH,,SX,,S1,S1,SH,,SX,,XN,WSC,SE,E,,,2,1,,2,1,,,,,,,,1
MAMMALIA,132,180599,AMAJA01010,"Canis latrans",COYOTE,G5,,S5,,S5,,S5,,S5,,S5,,,,,,,,1,,,,,,,,,,,,1
MAMMALIA,826,180604,AMAJA03010,"Vulpes vulpes","RED FOX",G5,,S3,S3,S5,,S3,S3,S3,S3,S5,,,,,,,,1,,2,,,,,,,,,,1
MAMMALIA,824,180606,AMAJA03040,"Vulpes macrotis","KIT FOX",G4,,S4,,S1,S1,S4,,S3,S3,S3?,S3?,,,SE,,,WSC,1,1,1,,1,,,,,,,,1
MAMMALIA,825,180607,AMAJA03030,"Vulpes velox","SWIFT FOX",G3,G3,,,S3,S3,S2,S2,,,,,,,SC,,,,,1,,1,,,,,,,,,1
MAMMALIA,806,180609,AMAJA04010,"Urocyon cinereoargenteus","GRAY FOX",G5,,S5,,S4,,S5,,S5,,S3S4,S3S4,,,,,,,1,,,,,,,,,,,,1
MAMMALIA,159,180695,AMALC01010,"Cervus elaphus",WAPITI,G5,,SNR,,S5,,S3,S3,S5,,S4,,PS,,,,,,2,,,,,,,,,,,,1
MAMMALIA,492,180698,AMALC02010,"Odocoileus hemionus","MULE DEER",G5,,S5,,S4,,S5,,S5,,S5,,,,,,,,2,,1,1,1,,,,,,,,1
MAMMALIA,493,180699,AMALC02020,"Odocoileus virginianus","WHITE-TAILED DEER",G5,,S5,,S5,,S4,,,,S1,S1,,,,,,,2,,,2,,,,,,,,,1
MAMMALIA,19,180703,AMALC03010,"Alces alces",MOOSE,G5,,,,SNA,,,,,,S3S4,S3S4,,,,,,,,,,,,,,,,,,,1
MAMMALIA,507,180711,AMALE04010,"Ovis canadensis","BIGHORN SHEEP",G4,,S4,,S4,,S1,S1,S3,S3,S3?,S3?,SUB-E,,,SUB-E,,,2,,2,2,1,,,,,,,,1
MAMMALIA,499,180713,AMALE02010,"Oreamnos americanus","MOUNTAIN GOAT",G5,,,,SNA,,,,SNA,,SNA,,,,,,,,,,,,,,,,,,,,1
MAMMALIA,47,180717,AMALD01010,"Antilocapra americana",PRONGHORN,G5,,S5,,S4,,S5,,S5,,S4,,SUB-E,WSC,,,,,2,,,,,,,,,,,,1
MAMMALIA,30,180719,AMALE05010,"Ammotragus lervia","BARBARY SHEEP",G5,,SNA,,,,SNA,,,,,,,,,,,,,,,,,,,,,,,,1
MAMMALIA,231,203452,AMACC08010,"Corynorhinus townsendii","TOWNSEND'S BIG-EARED BAT",G4,,S3S4,S3S4,S2,S2,S3,S3,S2,S2,S3?,S3?,PS,,SC,,"P,S",WSC,,1,1,,1,,,,,,,,1
MAMMALIA,81,203618,AMALE01010,"Bos bison",BISON,G4G5,,SNA,,SX,,SNR,,SX,,S2,S2,PS,,,,,,1,1,,,,,,,,,,,1
