strTaxClas,ID,strITIScode,strElCode,strGName,strSComNam,strGRank,strGRank2,strSRankAZ,strSRankAZ2,strSRankCO,strSRankCO2,strSRankNM,strSRankNM2,strSRankNV,strSRankNV2,strSRankUT,strSRankUT2,strUSESA,strSProtAZ,strSProtCO,strSProtNM,strSProtNV,strSProtUT,strSGCNAZ,strSGCNCO,strSGCNNV,strSGCNNM,strSGCNUT,strPIF09,strPIF10,strPIF16,strPIF18,strPIF33,strPIF34,strPIF35,strSWReGAPmodel
AVES,590,174485,ABNCA03030,"Podiceps nigricollis","EARED GREBE",G5,,"S3B,S5N","S3B,S5N",S3B,S3B,"S3B,S5N","S3B,S5N",S4B,,"S4B,S3N","S4B,S3N",,,,,,,1,1,1,1,,,,,,,,,1
AVES,7,174503,ABNCA04010,"Aechmophorus occidentalis","WESTERN GREBE",G5,,S3,S3,S4B,,"S3B,S5N","S3B,S5N",S4B,,"S4B,S3N","S4B,S3N",,,,,,,1,1,1,,,,,,,,,,1
AVES,591,174505,ABNCA02010,"Podilymbus podiceps","PIED-BILLED GREBE",G5,,S5,,S5B,,"S5B,S5N",,S4,,"S4B,S3S4N","S4B,S3S4N",,,,,,,1,,,,,,,,,,,,1
AVES,523,174684,ABNFC01010,"Pelecanus erythrorhynchos","AMERICAN WHITE PELICAN",G3,G3,S3N,S3N,S1B,S1B,S3N,S3N,S2B,S2B,S1B,S1B,,,,,,WSC,1,1,1,,1,,,,,,,,1
AVES,546,174717,ABNFD01020,"Phalacrocorax auritus","DOUBLE-CRESTED CORMORANT",G5,,S5,,S4,,"S4B,S4N",,S4B,,"S3S4B,S3N","S3S4B,S3N",,,,,,,2,,,,,,,,,,,,1
AVES,57,174773,ABNGA04010,"Ardea herodias","GREAT BLUE HERON",G5,,S5,,S3B,S3B,"S4B,S5N",,S5,,S4S5,,,,,,,,,,,,,,,,,,,,1
AVES,108,174793,ABNGA08010,"Butorides virescens","GREEN HERON",G5,,S4,,S3B,S3B,"S4B,S4N",,S4B,,"SHB,S3S4N","SHB,S3S4N",,,,,,,1,,,,,,,,,,,,1
AVES,87,174803,ABNGA07010,"Bubulcus ibis","CATTLE EGRET",G5,,"S1B,S4N","S1B,S4N",S4B,,"S3B,S4N","S3B,S4N",S5,,S4B,,,,,,,,1,,,,,,,,,,,,1
AVES,281,174813,ABNGA06030,"Egretta thula","SNOWY EGRET",G5,,"S1B,S4N","S1B,S4N",S2B,S2B,"S3B,S4N","S3B,S4N",S4B,,S4S5B,,,WSC,,,,,1,1,1,,,,,,,,,,1
AVES,280,174827,ABNGA06040,"Egretta caerulea","LITTLE BLUE HERON",G5,,S1S2N,S1S2N,SNA,,"S1B,S4N","S1B,S4N",,,,,,,,,,,1,,,,,,,,,,,,1
AVES,488,174832,ABNGA11010,"Nycticorax nycticorax","BLACK-CROWNED NIGHT-HERON",G5,,S3,S3,S3B,S3B,"S4B,S4N",,S5B,,"S3S4B,S3N","S3S4B,S3N",,,,,,,1,,,,,,,,,,,,1
AVES,486,174842,ABNGA13010,"Nyctanassa violacea","YELLOW-CROWNED NIGHT-HERON",G5,,,,S1B,S1B,SNA,,,,,,,,,,,,,,,,,,,,,,,,1
AVES,363,174846,ABNGA02010,"Ixobrychus exilis","LEAST BITTERN",G5,,S3,S3,S2B,S2B,"S3B,S3N","S3B,S3N",S2B,S2B,SHB,,,WSC,,,,,,,1,,,,,,,,,,1
AVES,82,174856,ABNGA01020,"Botaurus lentiginosus","AMERICAN BITTERN",G4,,S1S2,S1S2,S3S4B,S3S4B,"S3B,S3N","S3B,S3N",S3B,S3B,"S3S4B,S3N","S3S4B,S3N",,WSC,,,,,1,,,1,,,,,,,,,1
AVES,584,174926,ABNGE02020,"Plegadis chihi","WHITE-FACED IBIS",G5,,"SBRB,S2S3N","SBRB,S2S3N",S2B,S2B,"S3B,S4N","S3B,S4N",S3B,S3B,S2S3B,S2S3B,,,,,,,1,1,1,1,,,,,,,,,1
AVES,249,174987,ABNJB02010,"Cygnus columbianus","TUNDRA SWAN",G5,,S1N,S1N,SNA,,S4N,,S4N,,S3N,S3N,,,,,,,1,,,,,,,,,,,,1
AVES,248,174992,ABNJB02030,"Cygnus buccinator","TRUMPETER SWAN",G4,,S1N,S1N,SNA,,SNA,,S1B,S1B,S1N,S1N,,,,,,,,,,,,,,,,,,,1
AVES,85,174999,ABNJB05030,"Branta canadensis","CANADA GOOSE",G5,,"S1B,S4N","S1B,S4N",S5,,"S5B,S5N",,S5,,S4,,,,,,,,1,,,,,,,,,,,,1
AVES,84,175011,ABNJB05010,"Branta bernicla",BRANT,G5,,,,,,SNA,,,,,,,,,,,,,,,,,,,,,,,,0
AVES,44,175020,ABNJB03040,"Anser albifrons","GREATER WHITE-FRONTED GOOSE",G5,,S2N,S2N,SNA,,S5N,,S2N,S2N,SNA,,,,,,,,1,,,,,,,,,,,,1
AVES,177,175038,ABNJB04010,"Chen caerulescens","SNOW GOOSE",G5,,S3N,S3N,S4N,,S5N,,S4N,,SNA,,,,,,,,1,,,,,,,,,,,,1
AVES,178,175041,ABNJB04020,"Chen rossii","ROSS'S GOOSE",G4,,S2N,S2N,SNA,,S5N,,S5N,,SNA,,,,,,,,1,,,,,,,,,,,,1
AVES,259,175044,ABNJB01040,"Dendrocygna autumnalis","BLACK-BELLIED WHISTLING-DUCK",G5,,S3,S3,,,SNA,,,,,,,WSC,,,,,1,,,,,,,,,,,,1
AVES,40,175063,ABNJB10060,"Anas platyrhynchos",MALLARD,G5,,S5,,S5,,"S5B,S5N",,S5,,"S4S5B,S4N",,,,,,,,1,,,,,,,,,,,,1
AVES,41,175068,ABNJB10040,"Anas rubripes","AMERICAN BLACK DUCK",G5,,,,SNA,,SNA,,,,,,,,,,,,,,,,,,,,,,,,1
AVES,42,175073,ABNJB10160,"Anas strepera",GADWALL,G5,,S5,,S5B,,"S4B,S5N",,"S4B,S5N",,"S4S5B,S4N",,,,,,,,1,,,,,,,,,,,,1
AVES,33,175074,ABNJB10110,"Anas acuta","NORTHERN PINTAIL",G5,,"S2B,S5N","S2B,S5N","S5B,S4N",,"S4B,S5N",,S5,,"S4S5B,S4N",,,,,,,,1,1,,1,,,,,,,,,1
AVES,36,175081,ABNJB10010,"Anas crecca","GREEN-WINGED TEAL",G5,,"S3B,S5N","S3B,S5N","S5B,S4N",,"S4B,S5N",,"S4B,S5N",,"S3B,S5N","S3B,S5N",,,,,,,1,,,,,,,,,,,,1
AVES,38,175086,ABNJB10130,"Anas discors","BLUE-WINGED TEAL",G5,,"S2B,S5N","S2B,S5N",S5B,,"S3B,S4N","S3B,S4N",S2,S2,"S3B,S5N","S3B,S5N",,,,,,,1,,,,,,,,,,,,1
AVES,37,175089,ABNJB10140,"Anas cyanoptera","CINNAMON TEAL",G5,,S5,,S5B,,"S3B,S4N","S3B,S4N",S5B,,"S4S5B,S3N","S4S5B,S3N",,,,,,,1,,,,,,,,,,,,1
AVES,39,175092,ABNJB10170,"Anas penelope","EURASIAN WIGEON",G5,,S2N,S2N,,,SNA,,,,,,,,,,,,,,,,,,,,,,,,0
AVES,34,175094,ABNJB10180,"Anas americana","AMERICAN WIGEON",G5,,"S1B,S5N","S1B,S5N",S5B,,"S4B,S5N",,"S2B,S3N","S2B,S3N","S2S3B,S3S4N","S2S3B,S3S4N",,,,,,,1,,,,,,,,,,,,1
AVES,35,175096,ABNJB10150,"Anas clypeata","NORTHERN SHOVELER",G5,,"S1B,S5N","S1B,S5N",S4B,,"S3B,S5N","S3B,S5N",S4,,"S4S5B,S3S4N","S4S5B,S3S4N",,,,,,,1,,,,,,,,,,,,1
AVES,18,175122,ABNJB09010,"Aix sponsa","WOOD DUCK",G5,,"S2B,S3N","S2B,S3N",S4B,,"S4B,S4N",,S3,S3,"S2S3B,S3S4N","S2S3B,S3S4N",,,,,,,1,,,,,,,,,,,,1
AVES,66,175125,ABNJB11030,"Aythya americana",REDHEAD,G5,,S4,,S4B,,"S4B,S5N",,S4B,,"S3B,S3S4N","S3B,S3S4N",,,,,,,1,,1,,,,,,,,,,1
AVES,67,175128,ABNJB11040,"Aythya collaris","RING-NECKED DUCK",G5,,S5,,S4B,,"S1B,S5N","S1B,S5N","S2B,S4N","S2B,S4N",S4S5N,,,,,,,,1,,,,,,,,,,,,1
AVES,69,175129,ABNJB11020,"Aythya valisineria",CANVASBACK,G5,,"S1B,S4N","S1B,S4N",S2B,S2B,"S4B,S4N",,S3S4,S3S4,"S2S3B,S3N","S2S3B,S3N",,,,,,,1,,1,,,,,,,,,,1
AVES,68,175130,ABNJB11060,"Aythya marila","GREATER SCAUP",G5,,S1N,S1N,SNA,,S4N,,S1N,S1N,SNA,,,,,,,,1,,,,,,,,,,,,1
AVES,65,175134,ABNJB11070,"Aythya affinis","LESSER SCAUP",G5,,S5N,,S4B,,"S4B,S5N",,"S1B,S3N","S1B,S3N","SHB,S3S4N","SHB,S3S4N",,,,,,,1,1,1,,,,,,,,,,1
AVES,89,175141,ABNJB18010,"Bucephala clangula","COMMON GOLDENEYE",G5,,S5N,,S5N,,S5N,,S4N,,S4S4N,,,,,,,,1,,,,,,,,,,,,1
AVES,90,175144,ABNJB18020,"Bucephala islandica","BARROW'S GOLDENEYE",G5,,S1N,S1N,S2B,S2B,S2N,S2N,SNA,,S1S2N,S1S2N,,,,,,,1,1,,,,,,,,,,,1
AVES,88,175145,ABNJB18030,"Bucephala albeola",BUFFLEHEAD,G5,,S5N,,S1B,S1B,S5N,,S4N,,S3S4N,S3S4N,,,,,,,1,,,,,,,,,,,,1
AVES,193,175147,ABNJB16010,"Clangula hyemalis","LONG-TAILED DUCK",G5,,S1N,S1N,SNA,,SNA,,,,S1N,S1N,,,,,,,1,,,,,,,,,,,,1
AVES,347,175149,ABNJB15010,"Histrionicus histrionicus","HARLEQUIN DUCK",G4,,,,SHB,,SNA,,,,,,,,,,,,,,,,,,,,,,,,1
AVES,426,175163,ABNJB17030,"Melanitta fusca","WHITE-WINGED SCOTER",G5,,S1N,S1N,SNA,,SNA,,,,S1S2N,S1S2N,,,,,,,,,,,,,,,,,,,1
AVES,427,175170,ABNJB17020,"Melanitta perspicillata","SURF SCOTER",G5,,S1N,S1N,SNA,,SNA,,,,S1N,S1N,,,,,,,1,,,,,,,,,,,,1
AVES,509,175175,ABNJB22010,"Oxyura jamaicensis","RUDDY DUCK",G5,,S5,,S4B,,"S4B,S5N",,S4S5B,,"S4S5B,S2S3N","S4S5B,S2S3N",,,,,,,1,,,,,,,,,,,,1
AVES,409,175183,ABNJB20010,"Lophodytes cucullatus","HOODED MERGANSER",G5,,S2N,S2N,SNA,,S4N,,S3N,S3N,S3N,S3N,,,,,,,1,,,,,,,,,,,,1
AVES,434,175185,ABNJB21010,"Mergus merganser","COMMON MERGANSER",G5,,S3S4,S3S4,"S4B,S5N",,"S3B,S5N","S3B,S5N",S4S5N.S4?B,,"S2?B,S3S4N","S2?B,S3S4N",,,,,,,1,,,,,,,,,,,,1
AVES,435,175187,ABNJB21020,"Mergus serrator","RED-BREASTED MERGANSER",G5,,S3N,S3N,SNA,,S4N,,S2N,S2N,S1S2N,S1S2N,,,,,,,1,,,,,,,,,,,,1
AVES,149,175265,ABNKA02010,"Cathartes aura","TURKEY VULTURE",G5,,S5,,S4B,,"S5B,S5N",,S5B,,S3?B,S3?B,,,,,,,1,,,,,,,,,,,,1
AVES,227,175272,ABNKA01010,"Coragyps atratus","BLACK VULTURE",G5,,S1S2,S1S2,,,SNA,,,,,,,,,,,,1,,,,,,,,,,,,0
AVES,340,175274,ABNKA03010,"Gymnogyps californianus","CALIFORNIA CONDOR",G1,G1,SX,,,,,,,,,,,WSC,,,,,1,,,,1,,,"CC,RC,CS,RS",,,,,1
AVES,282,175282,ABNKC06010,"Elanus leucurus","WHITE-TAILED KITE",G5,,"S2B,S2S3N","S2B,S2S3N",,,S2N,S2N,,,,,,,,,,,1,,,,,,,,,,,,1
AVES,2,175300,ABNKC12060,"Accipiter gentilis","NORTHERN GOSHAWK",G5,,S3,S3,S3B,S3B,"S2B,S3N","S2B,S3N",S2,S2,S3,S3,,WSC,,,"P,S",CA,2,1,1,1,1,RC,"RC,RS",,,,RC,,1
AVES,3,175304,ABNKC12020,"Accipiter striatus","SHARP-SHINNED HAWK",G5,,S4,,"S3S4B,S4N","S3S4B,S4N","S4B,S4N",,S3,S3,S4,,PS,,,,,,1,,,,,,,,,,,,1
AVES,1,175309,ABNKC12040,"Accipiter cooperii","COOPER'S HAWK",G5,,S4,,"S3S4B,S4N","S3S4B,S4N","S4B,S4N",,S3,S3,"S4B,S3S4N","S4B,S3S4N",,,,,,,1,,,,,,,,,,RS,,1
AVES,102,175350,ABNKC19110,"Buteo jamaicensis","RED-TAILED HAWK",G5,,S5,,"S5B,S5N",,"S5B,S5N",,S5,,S4S5,,,,,,,,,,,,,,,,,,,,1
AVES,104,175365,ABNKC19050,"Buteo platypterus","BROAD-WINGED HAWK",G5,,S2M,S2M,S5B,,SNA,,,,SNA,,,,,,,,1,,,,,,,,,,,,1
AVES,106,175367,ABNKC19070,"Buteo swainsoni","SWAINSON'S HAWK",G4,,S3,S3,S5B,,"S2B,S4N","S2B,S4N",S2B,S2B,S3B,S3B,,,,,,,1,1,1,,,CC,"CC,RC","CC,RC","CC,,RS","CC,RC","CC,RC","CC,,RS",1
AVES,101,175368,ABNKC19090,"Buteo albonotatus","ZONE-TAILED HAWK",G4,,S4,,,,"S3B,S3N","S3B,S3N",,,,,,,,,,,1,,,,,,,,,,,,1
AVES,103,175373,ABNKC19130,"Buteo lagopus","ROUGH-LEGGED HAWK",G5,,SNRN,,S5N,,S4N,,S4N,,S4S5N,,,,,,,,1,,,,,,,,,,,,1
AVES,105,175377,ABNKC19120,"Buteo regalis","FERRUGINOUS HAWK",G5,,"S2B,S4N","S2B,S4N","S3B,S4N","S3B,S4N",S4N,,S2,S2,"S2S3B,S2N","S2S3B,S2N",,WSC,SC,,,WSC,1,1,1,1,1,"RC,RS",RC,RC,"RC,RS",,RC,RC,1
AVES,514,175397,ABNKC16010,"Parabuteo unicinctus","HARRIS'S HAWK",G5,,S5,,,,"S2B,S3N","S2B,S3N",,,,,,,,,,,,,,,,,,,,,RC,,1
AVES,107,175402,ABNKC15010,"Buteogallus anthracinus","COMMON BLACK-HAWK",G4G5,,S3,S3,,,"S2B,S3N","S2B,S3N",,,S1B,S1B,,WSC,,T,,,1,,,1,,,,,,RC,,RC,1
AVES,54,175407,ABNKC22010,"Aquila chrysaetos","GOLDEN EAGLE",G5,,S4,,"S3S4B,S4N","S3S4B,S4N","S3B,S4N","S3B,S4N",S4,,S4,,,,,,,,1,1,,1,,"RC,RS",,RC,,RC,,,1
AVES,342,175420,ABNKC10010,"Haliaeetus leucocephalus","BALD EAGLE",G5,,"S2S3B,S4N","S2S3B,S4N","S1B,S3N","S1B,S3N","S1B,S4N","S1B,S4N","S1B,S3N","S1B,S3N","S1B,S3N","S1B,S3N",T,WSC,ST,T,"P,E",,1,1,1,1,1,,,,,,,,1
AVES,190,175430,ABNKC11010,"Circus cyaneus","NORTHERN HARRIER",G5,,"S1S2B,S5N","S1S2B,S5N",S3B,S3B,"S2B,S5N","S2B,S5N",S4,,"S4B,S3N","S4B,S3N",,,,,,,1,1,,1,,RS,RC,,RC,RC,,,1
AVES,511,175590,ABNKC01010,"Pandion haliaetus",OSPREY,G5,,"S2B,S4N","S2B,S4N",S3B,S3B,"S2B,S4N","S2B,S4N","S1B,S3M","S1B,S3M",S2B,S2B,,WSC,,,,,1,1,,1,1,,,,,,,,1
AVES,315,175599,ABNKD06080,"Falco rusticolus",GYRFALCON,G5,,,,SNA,,SNA,,,,,,,,,,,,,,,,,,,,,,,,1
AVES,313,175603,ABNKD06090,"Falco mexicanus","PRAIRIE FALCON",G5,,S4,,"S4B,S4N",,"S4B,S4N",,S4,,S4,,,,,,,,1,1,,,,"RC,RS",,RC,RC,RC,,RC,1
AVES,314,175604,ABNKD06070,"Falco peregrinus","PEREGRINE FALCON",G4,,S4,,S2B,S2B,"S2B,S3N","S2B,S3N",S2,S2,S2S3,S2S3,,WSC,SUB-C,T,"P,E",,1,1,1,1,1,,,,,,,,1
AVES,312,175610,ABNKD06040,"Falco femoralis","APLOMADO FALCON",G4,,SH,,,,"SHB,S1N","SHB,S1N",,,,,SUB-E,,,E,,,2,,,1,,,,,,,RC,RC,1
AVES,311,175613,ABNKD06030,"Falco columbarius",MERLIN,G5,,S4N,,"SHB,S4N",,S4N,,S3N,S3N,"SHB,S2S3N","SHB,S2S3N",,,,,,,1,,,,,,,,,,,,1
AVES,316,175622,ABNKD06020,"Falco sparverius","AMERICAN KESTREL",G5,,S5,,S5B,,"S5B,S5N",,S5,,"S4S5B,S4N",,,,,,,,1,,,,,RS,,,,,,,1
AVES,80,175790,ABNLC11010,"Bonasa umbellus","RUFFED GROUSE",G5,,,,SU,,,,SNA,,S4,,,,,,,,,,,,,,RS,,,,,,1
AVES,369,175827,ABNLC10030,"Lagopus leucurus","WHITE-TAILED PTARMIGAN",G5,,,,S4,,"S1B,S1N","S1B,S1N",,,SNA,,,,,E,,,3,1,,1,,,RS,,,,,,1
AVES,794,175834,ABNLC13010,"Tympanuchus cupido","GREATER PRAIRIE-CHICKEN",G4,,,,S3,S3,,,,,,,,,,,,,,1,,,,,,,"CC,RC",,,,1
AVES,795,175838,ABNLC13020,"Tympanuchus pallidicinctus","LESSER PRAIRIE-CHICKEN",G3,G3,,,S2,S2,"S2B,S2N","S2B,S2N",,,,,,,ST,,,,,1,,1,,,,,"CC,RC,CS,RS",,,,1
AVES,796,175841,ABNLC13030,"Tympanuchus phasianellus","SHARP-TAILED GROUSE",G4,,,,S2,S2,"SHB,SHN",,S1,S1,S1S2,S1S2,,,,,,WSC,,,,,,RC,RC,,RC,,,,0
AVES,842,175848,ABNLC13033,"Tympanuchus phasianellus columbianus","SHARP-TAILED GROUSE-COLUMBIAN",G4T3,G4T3,,,S2,S2,,,S1,S1,,,,,SC,,,,,1,2,,1,RC,RC,,RC,,,,1
AVES,843,175852,ABNLC13034,"Tympanuchus phasianellus jamesi","SHARP-TAILED GROUSE-PLAINS",G4T4,,,,S1,S1,,,,,,,,,SE,,,,,1,,,1,RC,RC,,RC,,,,1
AVES,157,175855,ABNLC12010,"Centrocercus urophasianus","GREATER SAGE-GROUSE",G4,,SX,,S4,,SX,,S3S4,S3S4,S2?,S2?,,WSC,SC,,,WSC,,1,1,,1,"CC,RC,CS,RS","CC,RC,CS,RS","CC,RC",,,,,1
AVES,258,175860,ABNLC09020,"Dendragapus obscurus","BLUE GROUSE",G5,,S3,S3,S5,,"S3B,S3N","S3B,S3N",S3,S3,S4,,,,,,,,1,1,1,1,,"CC,RC","CC,RC",CC,,,,,1
AVES,216,175863,ABNLC21020,"Colinus virginianus","NORTHERN BOBWHITE",G5,,S1,S1,S4,,"S5B,S5N",,,,,,SUB-E,WSC,,,,,2,1,,,,,,,,,,,1
AVES,125,175872,ABNLC23010,"Callipepla squamata","SCALED QUAIL",G5,,S5,,S4,,"S3B,S4N","S3B,S4N",SNA,,SNA,,,,,,,,1,1,,1,,,,"CC,RC","CC,RC",,"CC,RC","CC,RC,CS,RS",1
AVES,123,175876,ABNLC23040,"Callipepla californica","CALIFORNIA QUAIL",G5,,SNA,,,,,,S5,,SNA,,,,,,,,,,,,,RS,,,,,,,1
AVES,124,175877,ABNLC23030,"Callipepla gambelii","GAMBEL'S QUAIL",G5,,S5,,SNA,,"S5B,S5N",,S5,,S3S4,S3S4,,,,,,,,,,,1,,,,,"RC,CS,RS","CS,RS",,1
AVES,500,175893,ABNLC24010,"Oreortyx pictus","MOUNTAIN QUAIL",G5,,,,,,,,S3,S3,,,,,,,,,,,1,,,,,,,,,,1
AVES,256,175900,ABNLC19010,"Cyrtonyx montezumae","MONTEZUMA QUAIL",G4G5,,S4,,,,"S3B,S3N","S3B,S3N",,,,,,,,,,,1,,,1,,,,,,,"CC,RC,RS","CC,RC",1
AVES,552,175905,ABNLC07010,"Phasianus colchicus","RING-NECKED PHEASANT",G5,,SNA,,SNA,,SNA,,SNA,,SNA,,,,,,,,,,,,,,,,,,,,1
AVES,20,175908,ABNLC03010,"Alectoris chukar",CHUKAR,G5,,SNA,,SNA,,SNA,,SNA,,SNA,,,,,,,,1,,,,,,,,,,,,1
AVES,524,175915,ABNLC01010,"Perdix perdix","GRAY PARTRIDGE",G5,,,,,,,,SNA,,SNA,,,,,,,,,,,,,,,,,,,,1
AVES,428,176136,ABNLC14010,"Meleagris gallopavo","WILD TURKEY",G5,,S5,,S5,,"S5B,S5N",,SNA,,SNA,,,WSC,,,,,2,,,2,,,,,,,,,1
AVES,334,176176,ABNMK01030,"Grus americana","WHOOPING CRANE",G1,G1,,,,,SNA,,,,SX,,E,,SE,E,,,,1,,,1,,,,,,,,1
AVES,335,176177,ABNMK01010,"Grus canadensis","SANDHILL CRANE",G5,,S3N,S3N,"S3B,S4N","S3B,S4N",S4N,,S3B,S3B,S3?B,S3?B,,,SUB-C,,,,1,1,1,1,,,,,,,,,1
AVES,613,176209,ABNME05010,"Rallus longirostris","CLAPPER RAIL",G5,,S3,S3,,,SNR,,S1,S1,,,SUB-E,WSC,,,"P,E",,2,,,,,,,,,,,,1
AVES,612,176221,ABNME05030,"Rallus limicola","VIRGINIA RAIL",G5,,S4,,S4B,,"S4B,S4N",,S3S4,S3S4,"S4B,S3N","S4B,S3N",,,,,,,1,,,,,,,,,,,,1
AVES,599,176242,ABNME08020,"Porzana carolina",SORA,G5,,S4,,S3S4B,S3S4B,"S4B,S4N",,S3S4,S3S4,"S4S5B,S3N","S4S5B,S3N",,,,,,,1,,,,,,,,,,,,1
AVES,389,176263,ABNME03040,"Laterallus jamaicensis","BLACK RAIL",G4,,S1,S1,,,SNA,,,,,,,WSC,,,,,2,1,,,,,,,,,,,1
AVES,319,176284,ABNME13010,"Gallinula chloropus","COMMON MOORHEN",G4,,S5,,,,SNA,,S3,S3,S1?,S1?,,,,,,,,,,,,,,,,,,,1
AVES,317,176292,ABNME14020,"Fulica americana","AMERICAN COOT",G5,,S5,,SNR,,"S5B,S5N",,S5,,S5,,,,,,,,,,,,,,,,,,,,1
AVES,172,176506,ABNNB03060,"Charadrius semipalmatus","SEMIPALMATED PLOVER",G5,,S4M,,S4N,,S4N,,S4N,,SNA,,,,,,,,1,,,,,,,,,,,,1
AVES,170,176507,ABNNB03070,"Charadrius melodus","PIPING PLOVER",G3,G3,,,S1B,S1B,SNA,,,,,,T,,SUB-T,T,,,,1,,,,,,,,,,,1
AVES,169,176510,ABNNB03030,"Charadrius alexandrinus","SNOWY PLOVER",G4,,S2,S2,S1B,S1B,"S2B,S2N","S2B,S2N",S3B,S3B,S3?B,S3?B,,WSC,SC,,,,1,1,1,1,1,,,,,,,,1
AVES,173,176520,ABNNB03090,"Charadrius vociferus",KILLDEER,G5,,S5,,S5,,"S4B,S5N",,S5,,"S5B,S4N",,,,,,,,1,,,,,,,,,,,,1
AVES,171,176522,ABNNB03100,"Charadrius montanus","MOUNTAIN PLOVER",G2,G2,"S1B,S2N","S1B,S2N",S2B,S2B,"S2B,S4N","S2B,S4N",SNA,,S1B,S1B,,WSC,SC,,,,1,1,,1,1,,,,,,,,1
AVES,586,176564,ABNNB02030,"Pluvialis dominica","AMERICAN GOLDEN-PLOVER",G5,,S1M,S1M,SNA,,SNA,,SNA,,SNA,,,,,,,,1,,,,,,,,,,,,1
AVES,587,176567,ABNNB02010,"Pluvialis squatarola","BLACK-BELLIED PLOVER",G5,,S2M,S2M,S4N,,S4N,,S4N,,SNA,,,,,,,,1,,,,,,,,,,,,1
AVES,58,176571,ABNNF09010,"Arenaria interpres","RUDDY TURNSTONE",G5,,,,SNA,,SNA,,,,SNA,,,,,,,,,,,,,,,,,,,,1
AVES,662,176580,ABNNF19020,"Scolopax minor","AMERICAN WOODCOCK",G5,,,,,,SNA,,,,,,,,,,,,,,,,,,,,,,,,0
AVES,484,176593,ABNNF07070,"Numenius americanus","LONG-BILLED CURLEW",G5,,"S1B,S3S4N","S1B,S3S4N",S2B,S2B,"S3B,S4N","S3B,S4N",S2S3B,S2S3B,S2S3B,S2S3B,,,SC,,,WSC,1,1,1,1,1,,,,,,,,1
AVES,485,176599,ABNNF07020,"Numenius phaeopus",WHIMBREL,G5,,S2M,S2M,SNA,,SNA,,SNA,,SNA,,,,,,,,1,,,,,,,,,,,,1
AVES,73,176610,ABNNF06010,"Bartramia longicauda","UPLAND SANDPIPER",G5,,,,S3B,S3B,S4N,,,,,,,,,,,,,1,,,,,,,,,,,1
AVES,5,176612,ABNNF04020,"Actitis macularia","SPOTTED SANDPIPER",G5,,S3S4,S3S4,S5,,"S4B,S5N",,S4B,,"S4B,S3S4N","S4B,S3S4N",,,,,,,1,,,,,,,,,,,,1
AVES,787,176615,ABNNF01070,"Tringa solitaria","SOLITARY SANDPIPER",G5,,S3M,S3M,S4N,,S4N,,S4N,,SNA,,,,,,,,1,,,,,,,,,,,,1
AVES,786,176619,ABNNF01020,"Tringa melanoleuca","GREATER YELLOWLEGS",G5,,S3N,S3N,S4N,,S4N,,S4N,,SNA,,,,,,,,1,,,,,,,,,,,,1
AVES,785,176620,ABNNF01030,"Tringa flavipes","LESSER YELLOWLEGS",G5,,S4M,,S4N,,S4N,,S4N,,SNA,,,,,,,,1,,,,,,,,,,,,1
AVES,155,176638,ABNNF02010,"Catoptrophorus semipalmatus",WILLET,G5,,S4M,,S1B,S1B,S4N,,S3B,S3B,S3?B,S3?B,,,,,,,1,,1,,,,,,,,,,1
AVES,116,176642,ABNNF11020,"Calidris canutus","RED KNOT",G5,,,,SNA,,SNA,,,,SNA,,,,,,,,,,,,,,,,,,,,1
AVES,120,176653,ABNNF11130,"Calidris melanotos","PECTORAL SANDPIPER",G5,,S3M,S3M,S4N,,S3N,S3N,S1M,S1M,SNA,,,,,,,,1,,,,,,,,,,,,1
AVES,117,176654,ABNNF11110,"Calidris fuscicollis","WHITE-RUMPED SANDPIPER",G5,,,,SNA,,S3N,S3N,,,,,,,,,,,,,,,,,,,,,,,1
AVES,115,176655,ABNNF11120,"Calidris bairdii","BAIRD'S SANDPIPER",G5,,S4M,,S5N,,S4N,,S1M,S1M,SNA,,,,,,,,1,,,,,,,,,,,,1
AVES,121,176656,ABNNF11100,"Calidris minutilla","LEAST SANDPIPER",G5,,S5N,,S5N,,S4N,,S4N,,S3N,S3N,,,,,,,1,,1,,,,,,,,,,1
AVES,114,176661,ABNNF11170,"Calidris alpina",DUNLIN,G5,,S2N,S2N,SNA,,S4N,,S4N,,SNA,,,,,,,,1,,,,,,,,,,,,1
AVES,122,176667,ABNNF11040,"Calidris pusilla","SEMIPALMATED SANDPIPER",G5,,S2M,S2M,SNA,,S3N,S3N,,,SNA,,,,,,,,1,,,,,,,,,,,,1
AVES,119,176668,ABNNF11050,"Calidris mauri","WESTERN SANDPIPER",G5,,S1N,S1N,S5N,,S4N,,S5M,,SNA,,,,,,,,1,,,,,,,,,,,,1
AVES,113,176669,ABNNF11030,"Calidris alba",SANDERLING,G5,,S2M,S2M,SNA,,S4N,,SNA,,S3N,S3N,,,,,,,1,,,,,,,,,,,,1
AVES,404,176675,ABNNF16010,"Limnodromus griseus","SHORT-BILLED DOWITCHER",G5,,S3M,S3M,SNA,,S3N,S3N,S1M,S1M,SNA,,,,,,,,1,,,,,,,,,,,,1
AVES,405,176679,ABNNF16020,"Limnodromus scolopaceus","LONG-BILLED DOWITCHER",G5,,S3S4N,S3S4N,S4N,,S4N,,S4N,,SNA,,,,,,,,1,,1,,,,,,,,,,1
